303868114,140.3195348,-70.50655638,0.112992,,17.444799,16.532499
303867420,140.3498655,-70.02926234,0.41933799,,16.6196,15.8164
448719496,212.8604672,-71.12781171,0.235797,,18.48,17.337
303868797,140.1819852,-71.02266585,0.28240901,,18.252701,17.3449
843845683,155.5577259,-70.65419143,0.310592,,17.0511,16.1334
843845756,155.5060547,-70.64733662,0.34459999,,17.320101,16.3911
843990864,156.6786987,-70.1460957,0.18495101,,17.499201,16.640301
371501719,148.0048733,-70.30971762,0.094875999,,17.589899,16.568001
303869274,140.2847036,-71.3969436,3.2299199,,12.1758,11.3349
449113507,216.1671247,-71.92453177,0.83900303,,14.1402,13.2559
371100717,146.1840038,-70.14470025,0.446751,,17.0777,16.150499
303939561,140.5936025,-70.55727721,0.318082,,15.8296,14.9205
303869229,140.3006272,-71.35526743,0.38598701,,16.332701,15.4469
371500065,148.1366019,-71.31127039,0.51436502,,15.1548,14.2386
371501025,147.9911064,-70.71371639,0.25379199,,16.398899,15.4592
373044589,153.2470971,-71.81232389,-0.0222016,,18.6987,17.740101
446784607,218.256953,-71.29139995,0.381798,,18.302401,17.296301
303770770,140.0110337,-71.46535943,1.18399,,13.009,12.1286
843922320,157.8602289,-70.21782259,0.18669701,,17.744101,16.8613
843926594,156.9350602,-70.15099609,0.31106699,,17.1064,16.126301
843991163,156.6375382,-70.07735586,0.48507801,,17.802799,16.8125
843690158,151.077543,-71.74456753,0.72518402,,15.6037,14.6535
363801027,250.5344507,-71.21488534,0.44782901,,15.5357,14.6107
304030872,141.0762764,-71.05566765,0.259808,,17.943199,17.155899
304176795,141.3431254,-71.20925476,0.30491501,,18.258699,17.366699
303692942,139.7300001,-70.06809169,0.26865101,,16.626699,15.8318
304176676,141.5255526,-71.12028189,0.52263999,,16.4559,15.4832
448580083,211.770928,-70.3744852,0.71272099,,14.8887,13.9732
448504759,211.2518331,-71.02787553,0.35113701,,17.571501,16.461399
303050061,155.2664498,-71.8794246,0.49406499,,16.563299,15.6721
277396993,157.303072,-71.09584574,0.37303701,,18.1761,17.184299
843913759,158.9539039,-70.17196428,0.44663,,15.9679,15.1373
843861567,155.7650761,-70.19451545,0.217912,,17.556601,16.576099
448580330,211.7814186,-70.30281527,0.40875801,,16.817699,15.734
448580416,211.7119126,-70.28333306,0.174096,,17.9874,16.873899
363934401,251.3749099,-70.41963081,1.14596,,14.1559,13.3268
906960185,172.6989545,-70.45565388,0.11453,,17.2202,16.131201
905142569,173.6097595,-71.49154882,0.38171801,,18.4368,17.4261
906507067,174.6217889,-70.41605992,0.190081,,16.164801,15.0662
905123277,175.3070058,-71.76904893,0.245488,,16.735701,15.6794
446788339,218.3493343,-70.14833316,0.29936999,,17.914801,16.809999
277396033,157.3566384,-71.72167532,0.244491,,16.8248,15.8853
905123709,175.1515851,-71.72684357,0.40053701,,16.7687,15.7451
906360604,178.6103799,-70.76925491,0.0222008,,16.498199,15.4818
906571651,179.7724847,-70.27821025,0.249761,,18.9559,17.910101
906636113,179.7673392,-70.06668447,-0.060337499,,17.6171,16.583099
844746657,149.8372667,-70.05086518,0.25298101,,17.869499,16.940201
843763725,158.0969282,-71.42978855,0.27132899,,17.121799,16.201
959171455,183.3134822,-70.09411733,-0.129006,,18.479799,17.4844
959171471,183.3146866,-70.09464852,0.20761099,,18.4639,17.403799
959173181,182.9490684,-70.14327176,0.39015099,,17.639601,16.5991
959173752,183.3137266,-70.05482052,0.291796,,18.115499,17.041401
958500588,183.8438907,-70.36450347,-0.19583,,18.1954,17.1126
844672696,152.6525026,-70.4957103,0.381156,,15.4312,14.4489
294722615,169.6229596,-70.20242614,0.420403,,18.4328,17.419399
906636124,179.6903593,-70.06914625,0.060933098,,18.871799,17.7953
906376951,176.6668979,-70.78962044,0.41212699,,16.228201,15.0998
448569469,211.6521694,-70.25853182,0.0143506,,17.744301,16.8445
448992728,215.3459933,-71.01751259,0.56542701,,14.9397,14.0562
371682548,148.6218193,-71.82908495,0.352887,,17.4303,16.447901
295293875,170.724639,-71.69760209,0.16846099,,18.229601,17.096399
448436489,210.7850603,-70.14687027,0.34726799,,16.744699,15.7683
448570016,211.6512718,-70.39549128,0.19431201,,17.52,16.452101
906450152,173.2636211,-70.64141956,0.42410499,,17.581699,16.435699
295294475,171.0799568,-71.87226158,0.47165799,,16.5184,15.4421
364107740,251.5935571,-71.82885788,0.14054801,,17.644501,16.771099
295035595,170.2701452,-71.87673222,0.28450799,,18.134701,16.9764
448866126,214.2635581,-70.73079368,0.470705,,18.151699,17.037901
448571921,211.4195163,-70.92817381,0.184754,,16.958799,15.8634
295036289,170.4057551,-71.52410597,0.11364,,16.9226,15.9144
448433948,210.677637,-70.8202487,0.252013,,16.4244,15.392
844559894,149.6546658,-71.95479998,0.613316,,15.41,14.522
844598226,150.2249904,-71.11457282,0.190184,,18.6101,17.723801
844600175,150.408961,-70.91003863,0.31852499,,18.085699,17.238701
363641468,249.8086665,-71.43831432,0.078237802,,17.250999,16.4186
295573731,171.3965007,-71.30264146,0.45721701,,16.9559,15.836
843715287,153.0365464,-71.44970432,0.27301601,,17.7029,16.8381
843715280,153.0375934,-71.44903949,0.042647,,18.050699,17.1514
843597406,159.6837676,-71.49798172,0.311838,,16.6716,15.7387
448431417,210.6740027,-71.61493274,0.51831901,,16.0679,14.9583
295573073,171.1288324,-71.01410744,0.233752,,18.115,17.0802
446781205,218.0960043,-71.3589576,0.32399499,,17.3025,16.275
843689147,151.6567701,-71.80042139,0.63719499,,15.5507,14.5988
